Realm,Kingdom,Phylum,Class,Order,Family,Genus,Species
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus MUD8T1
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus NED111
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus P4
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus pagan
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus prado
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus pXoo2106
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus SB5
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus titanX
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus XAJ24
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pradovirus,Pradovirus Xc10
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Smasvirus,Smasvirus BUCT598
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Smasvirus,Smasvirus BUCT700
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Smasvirus,Smasvirus c9N
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Smasvirus,Smasvirus P15
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Smasvirus,Smasvirus SB1
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Aghbyvirus,Aghbyvirus ISAO8
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ahphunavirus,Ahphunavirus A014L
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ahphunavirus,Ahphunavirus Ahp1
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ahphunavirus,Ahphunavirus AHPMCC7
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ahphunavirus,Ahphunavirus CF7
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ahphunavirus,Ahphunavirus LAh1
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ahphunavirus,Ahphunavirus P2
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ahphunavirus,Ahphunavirus ST21
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ahphunavirus,Ahphunavirus yong1
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Atoyacvirus,Atoyacvirus atoyac1
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Atoyacvirus,Atoyacvirus atoyac15
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Cronosvirus,Cronosvirus DevCD23823
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Cronosvirus,Cronosvirus EspYZU05
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Cronosvirus,Cronosvirus EspYZU13
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Cronosvirus,Cronosvirus GAP227
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Cronosvirus,Cronosvirus GY3
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Cronosvirus,Cronosvirus Kc318
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Cullenvirus,Cullenvirus 6937
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Cullenvirus,Cullenvirus K59PH2
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Cullenvirus,Cullenvirus KYP
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Daeravirus,Daeravirus MA13
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Jimeivirus,Jimeivirus LHP
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Panjvirus,Panjvirus Spp16
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pienvirus,Pienvirus R801
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pokrovskaiavirus,Pokrovskaiavirus fHeYen301
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pokrovskaiavirus,Pokrovskaiavirus pv8018
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Wanjuvirus,Wanjuvirus arno160
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Wanjuvirus,Wanjuvirus PP2
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Higashivirus,Higashivirus BHDTSo9
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Higashivirus,Higashivirus RSB1
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Higashivirus,Higashivirus RsoP1IDN
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Hongshanvirus,Hongshanvirus BMB50
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Aerosvirus,Aerosvirus AS7
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Aerosvirus,Aerosvirus av25AhydR2PP
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Aerosvirus,Aerosvirus ZPAH7
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ampunavirus,Ampunavirus BpAMP1
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ampunavirus,Ampunavirus RSPI1
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Anchaingvirus,Anchaingvirus anchaing
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Aqualcavirus,Aqualcavirus P14
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Bifseptvirus,Bifseptvirus andromeda
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Bifseptvirus,Bifseptvirus Bf7
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Bifseptvirus,Bifseptvirus BIMBV45
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Bifseptvirus,Bifseptvirus SoKa
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Conareevirus,Conareevirus babayka
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Conareevirus,Conareevirus Cd1
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Conareevirus,Conareevirus doublea
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Cotavirus,Cotavirus cota
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Dcimvirus,Dcimvirus DCM
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ermolevavirus,Ermolevavirus PGT2
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Ermolevavirus,Ermolevavirus PhiKT
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Euvesivirus,Euvesivirus SB3
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Jeruvirus,Jeruvirus PSTNGR1
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Kalppathivirus,Kalppathivirus P26059B
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Lullwatervirus,Lullwatervirus lullwater
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Lullwatervirus,Lullwatervirus quill52
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Mguuvirus,Mguuvirus JG068
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Napahaivirus,Napahaivirus VSW3
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pakuvirus,Pakuvirus paku
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Paternavirus,Paternavirus doca7
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Percyvirus,Percyvirus BL198
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Percyvirus,Percyvirus ERS
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Percyvirus,Percyvirus KSC
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Percyvirus,Percyvirus percy
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pollyceevirus,Pollyceevirus Eisa9
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Pollyceevirus,Pollyceevirus pollyC
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Risjevirus,Risjevirus RSJ2
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Risjevirus,Risjevirus RSJ5
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Scottvirus,Scottvirus scott
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autonotataviridae,Sukuvirus,Sukuvirus RSPII1
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Aristophanesvirus,Aristophanesvirus aristophanes
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Daemvirus,Daemvirus acibel007
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus 02KEN01
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus 1137KEN02
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus 1137KEN03
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus 1137KEN05
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus 1137KEN06
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus 164KEN02
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus 3043K38
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus 5899STDY8049177
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus 5899STDY8049180
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus 5899STDY8049181
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus 5899STDY8049183
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus 5899STDY8049184
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus A31Y
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus A43Y
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus AB1
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus AB6
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus Ab11
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus AbaSI4
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus AbKT21III
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus Abp1
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus AbP7
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus AbpL
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus ABSZ6
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus AbTP31
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus ABW132
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus ABW311
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus ABWU2101
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus Acba6
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus Acba19
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus Aci07
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus Aci08
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus AGC01
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus AIIMSAbE5RC
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK2
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK09
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK14
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK15
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK16
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK20
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK26
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK32
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK37
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK44
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK48
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK77
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK81
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK86
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK87
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK89
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK116
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK128
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK371
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK483
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus APK127v
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus AS11
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus AS12
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus B1
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus B3
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus B5
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus Bhz16
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus ChT04
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus D2
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus EAB11
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus F70K44
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus Fanak
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus fBenAci001
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus fBenAci002
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus fBenAci003
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus Fishpie
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus Fri1
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus fv15519
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus Hep4
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus IME200
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus IME546
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus Margaret
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus MRABP9
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus NC12
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus P1
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus P2
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus P1489
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus Paty
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus pB3074
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus PD6A3
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus PDAB9
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus phiAB440
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus Pipo
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus PMK34
Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Autographivirales,Autoscriptoviridae,Friunavirus,Friunavirus Tama
